weekend_of,movie_title,show_date,day_of_week,theatre_name,timezone,showtime,showtime_id,snapshot_time,final_check_time,minutes_to_showtime,capacity,snapshot_reserved_seats,snapshot_occupancy,final_seats_sold,final_occupancy,pickup_seats,pickup_ratio
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Creve Coeur 12,CT,6:15pm,142872947,2026-05-07T18:45:39.883422+00:00,2026-05-09T08:00:58.810877+00:00,1409.34,44,4,0.0909,34,0.7727,30,8.5
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Clearfork 8,CT,8:15pm,142197440,2026-05-07T18:46:05.992716+00:00,2026-05-10T07:59:51.203598+00:00,2968.9,154,93,0.6039,133,0.8636,40,1.4301
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Clearview Palace 12,CT,9:00pm,142074546,2026-05-07T18:46:25.196261+00:00,2026-05-11T07:58:34.777094+00:00,4453.58,229,0,0.0,35,0.1528,35,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Clearview Palace 12,CT,6:00pm,142074545,2026-05-07T18:46:25.196261+00:00,2026-05-11T07:58:34.777094+00:00,4273.58,229,2,0.0087,100,0.4367,98,50.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Clearview Palace 12,CT,9:45pm,142074454,2026-05-07T18:46:25.196261+00:00,2026-05-11T07:58:34.777094+00:00,4498.58,130,4,0.0308,38,0.2923,34,9.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Creve Coeur 12,CT,9:00pm,142078082,2026-05-07T18:46:49.304510+00:00,2026-05-08T07:41:51.728104+00:00,133.18,115,12,0.1043,29,0.2522,17,2.4167
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Clearfork 8,CT,8:15pm,142197448,2026-05-07T18:47:11.874654+00:00,2026-05-09T08:01:15.036852+00:00,1527.8,154,105,0.6818,127,0.8247,22,1.2095
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Clearview Palace 12,CT,9:30pm,142074542,2026-05-07T18:47:32.026209+00:00,2026-05-10T08:00:02.101160+00:00,3042.47,229,4,0.0175,85,0.3712,81,21.25
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Clearview Palace 12,CT,6:15pm,142074541,2026-05-07T18:47:32.026209+00:00,2026-05-10T08:00:02.101160+00:00,2847.47,229,5,0.0218,75,0.3275,70,15.0
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Clearview Palace 12,CT,10:30pm,142074456,2026-05-07T18:47:32.026209+00:00,2026-05-10T08:00:02.101160+00:00,3102.47,130,21,0.1615,62,0.4769,41,2.9524
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Manhattan 13,CT,6:30pm,142181249,2026-05-07T18:47:58.399452+00:00,2026-05-11T07:58:47.869811+00:00,4302.03,490,0,0.0,58,0.1184,58,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Manhattan 13,CT,8:00pm,142181232,2026-05-07T18:47:58.399452+00:00,2026-05-11T07:58:47.869811+00:00,4392.03,100,1,0.01,27,0.27,26,27.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearfork 8,CT,10:45pm,142197424,2026-05-07T18:48:23.974822+00:00,2026-05-08T07:42:03.367382+00:00,236.6,154,58,0.3766,67,0.4351,9,1.1552
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Clearview Palace 12,CT,9:30pm,142074550,2026-05-07T18:48:47.041162+00:00,2026-05-09T08:01:35.364629+00:00,1601.22,229,15,0.0655,93,0.4061,78,6.2
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Clearview Palace 12,CT,6:15pm,142074549,2026-05-07T18:48:47.041162+00:00,2026-05-09T08:01:35.364629+00:00,1406.22,229,36,0.1572,111,0.4847,75,3.0833
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Clearview Palace 12,CT,10:30pm,142074453,2026-05-07T18:48:47.041162+00:00,2026-05-09T08:01:35.364629+00:00,1661.22,130,20,0.1538,80,0.6154,60,4.0
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Manhattan 13,CT,10:00pm,142181252,2026-05-07T18:49:11.312992+00:00,2026-05-10T08:00:07.935025+00:00,3070.81,490,0,0.0,33,0.0673,33,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Manhattan 13,CT,7:00pm,142181250,2026-05-07T18:49:11.312992+00:00,2026-05-10T08:00:07.935025+00:00,2890.81,490,7,0.0143,78,0.1592,71,11.1429
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Manhattan 13,CT,8:30pm,142181234,2026-05-07T18:49:11.312992+00:00,2026-05-10T08:00:07.935025+00:00,2980.81,100,1,0.01,52,0.52,51,52.0
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Manhattan 13,CT,5:30pm,142181233,2026-05-07T18:49:11.312992+00:00,2026-05-10T08:00:07.935025+00:00,2800.81,100,10,0.1,42,0.42,32,4.2
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Tech Ridge 10,CT,10:00pm,142056569,2026-05-07T18:49:38.969417+00:00,2026-05-11T07:58:49.501106+00:00,4510.35,172,5,0.0291,41,0.2384,36,8.2
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Tech Ridge 10,CT,7:00pm,142056568,2026-05-07T18:49:38.969417+00:00,2026-05-11T07:58:49.501106+00:00,4330.35,172,19,0.1105,114,0.6628,95,6.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Tech Ridge 10,CT,6:00pm,142993716,2026-05-07T18:49:38.969417+00:00,2026-05-11T07:58:49.501106+00:00,4270.35,107,4,0.0374,34,0.3178,30,8.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearview Palace 12,CT,9:15pm,142074540,2026-05-07T18:50:01.688254+00:00,2026-05-08T07:42:10.717332+00:00,144.97,229,19,0.083,31,0.1354,12,1.6316
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearview Palace 12,CT,9:00pm,142074452,2026-05-07T18:50:01.688254+00:00,2026-05-08T07:42:10.717332+00:00,129.97,130,63,0.4846,75,0.5769,12,1.1905
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Manhattan 13,CT,10:00pm,142181253,2026-05-07T18:50:26.319765+00:00,2026-05-09T08:01:35.793774+00:00,1629.56,490,9,0.0184,58,0.1184,49,6.4444
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Manhattan 13,CT,7:00pm,142181254,2026-05-07T18:50:26.319765+00:00,2026-05-09T08:01:35.793774+00:00,1449.56,490,52,0.1061,120,0.2449,68,2.3077
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Manhattan 13,CT,8:30pm,142181236,2026-05-07T18:50:26.319765+00:00,2026-05-09T08:01:35.793774+00:00,1539.56,100,13,0.13,48,0.48,35,3.6923
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Manhattan 13,CT,5:30pm,142181235,2026-05-07T18:50:26.319765+00:00,2026-05-09T08:01:35.793774+00:00,1359.56,100,5,0.05,39,0.39,34,7.8
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Tech Ridge 10,CT,10:00pm,142056567,2026-05-07T18:50:51.517428+00:00,2026-05-10T08:00:11.178147+00:00,3069.14,172,11,0.064,97,0.564,86,8.8182
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Tech Ridge 10,CT,7:00pm,142056566,2026-05-07T18:50:51.517428+00:00,2026-05-10T08:00:11.178147+00:00,2889.14,172,72,0.4186,130,0.7558,58,1.8056
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Tech Ridge 10,CT,11:00pm,142993717,2026-05-07T18:50:51.517428+00:00,2026-05-10T08:00:11.178147+00:00,3129.14,94,0,0.0,20,0.2128,20,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Tech Ridge 10,CT,8:00pm,142993720,2026-05-07T18:50:51.517428+00:00,2026-05-10T08:00:11.178147+00:00,2949.14,94,3,0.0319,78,0.8298,75,26.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Vestavia Hills 10,CT,10:45pm,142220577,2026-05-07T18:51:17.736069+00:00,2026-05-11T07:59:04.051915+00:00,4553.7,140,0,0.0,25,0.1786,25,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Vestavia Hills 10,CT,7:45pm,142220576,2026-05-07T18:51:17.736069+00:00,2026-05-11T07:59:04.051915+00:00,4373.7,140,4,0.0286,47,0.3357,43,11.75
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Vestavia Hills 10,CT,9:45pm,142220616,2026-05-07T18:51:17.736069+00:00,2026-05-11T07:59:04.051915+00:00,4493.7,81,0,0.0,9,0.1111,9,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC DINE-IN Vestavia Hills 10,CT,6:45pm,142220615,2026-05-07T18:51:17.736069+00:00,2026-05-11T07:59:04.051915+00:00,4313.7,81,0,0.0,57,0.7037,57,
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Tech Ridge 10,CT,10:00pm,142056565,2026-05-07T18:52:06.512436+00:00,2026-05-09T08:01:36.820790+00:00,1627.89,172,55,0.3198,116,0.6744,61,2.1091
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Tech Ridge 10,CT,7:00pm,142056564,2026-05-07T18:52:06.512436+00:00,2026-05-09T08:01:36.820790+00:00,1447.89,172,100,0.5814,141,0.8198,41,1.41
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Tech Ridge 10,CT,8:45pm,142985183,2026-05-07T18:52:06.512436+00:00,2026-05-09T08:01:36.820790+00:00,1552.89,94,9,0.0957,65,0.6915,56,7.2222
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Tech Ridge 10,CT,5:30pm,143007910,2026-05-07T18:52:06.512436+00:00,2026-05-09T08:01:36.820790+00:00,1357.89,107,1,0.0093,50,0.4673,49,50.0
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Vestavia Hills 10,CT,10:45pm,142220568,2026-05-07T18:52:30.773130+00:00,2026-05-10T08:00:36.038869+00:00,3112.49,140,0,0.0,37,0.2643,37,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Vestavia Hills 10,CT,7:45pm,142220567,2026-05-07T18:52:30.773130+00:00,2026-05-10T08:00:36.038869+00:00,2932.49,140,17,0.1214,118,0.8429,101,6.9412
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Vestavia Hills 10,CT,9:45pm,142220592,2026-05-07T18:52:30.773130+00:00,2026-05-10T08:00:36.038869+00:00,3052.49,81,0,0.0,52,0.642,52,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC DINE-IN Vestavia Hills 10,CT,6:45pm,142220591,2026-05-07T18:52:30.773130+00:00,2026-05-10T08:00:36.038869+00:00,2872.49,81,6,0.0741,58,0.716,52,9.6667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Tech Ridge 10,CT,10:00pm,142056563,2026-05-07T18:52:59.200771+00:00,2026-05-08T07:42:12.326578+00:00,187.01,172,46,0.2674,78,0.4535,32,1.6957
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Tech Ridge 10,CT,9:00pm,142902632,2026-05-07T18:52:59.200771+00:00,2026-05-08T07:42:12.326578+00:00,127.01,94,14,0.1489,29,0.3085,15,2.0714
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Vestavia Hills 10,CT,10:45pm,142155393,2026-05-07T18:53:24.993144+00:00,2026-05-09T08:02:04.270844+00:00,1671.58,140,6,0.0429,51,0.3643,45,8.5
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Vestavia Hills 10,CT,7:45pm,142155392,2026-05-07T18:53:24.993144+00:00,2026-05-09T08:02:04.270844+00:00,1491.58,140,53,0.3786,125,0.8929,72,2.3585
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Vestavia Hills 10,CT,9:45pm,142155433,2026-05-07T18:53:24.993144+00:00,2026-05-09T08:02:04.270844+00:00,1611.58,81,2,0.0247,47,0.5802,45,23.5
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC DINE-IN Vestavia Hills 10,CT,6:45pm,142155432,2026-05-07T18:53:24.993144+00:00,2026-05-09T08:02:04.270844+00:00,1431.58,81,38,0.4691,70,0.8642,32,1.8421
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Dakota Square 9,CT,10:30pm,142206693,2026-05-07T18:53:50.674459+00:00,2026-05-10T08:00:46.630260+00:00,3096.16,105,0,0.0,26,0.2476,26,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Dakota Square 9,CT,7:30pm,142206653,2026-05-07T18:53:50.674459+00:00,2026-05-10T08:00:46.630260+00:00,2916.16,133,9,0.0677,90,0.6767,81,10.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Decatur 12,CT,8:00pm,142051912,2026-05-07T18:54:12.773700+00:00,2026-05-11T07:59:18.740708+00:00,4385.79,234,0,0.0,20,0.0855,20,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Decatur 12,CT,7:00pm,142051853,2026-05-07T18:54:12.773700+00:00,2026-05-11T07:59:18.740708+00:00,4325.79,442,0,0.0,11,0.0249,11,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,11:00pm,142155391,2026-05-07T18:54:37.871363+00:00,2026-05-08T07:42:26.076405+00:00,245.37,140,16,0.1143,24,0.1714,8,1.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,8:00pm,142155396,2026-05-07T18:54:37.871363+00:00,2026-05-08T07:42:26.076405+00:00,65.37,140,57,0.4071,81,0.5786,24,1.4211
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,9:50pm,142155407,2026-05-07T18:54:37.871363+00:00,2026-05-08T07:42:26.076405+00:00,175.37,76,8,0.1053,18,0.2368,10,2.25
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Dakota Square 9,CT,10:30pm,142206695,2026-05-07T18:55:07.499399+00:00,2026-05-09T08:02:08.525021+00:00,1654.88,105,4,0.0381,35,0.3333,31,8.75
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Dakota Square 9,CT,7:30pm,142206655,2026-05-07T18:55:07.499399+00:00,2026-05-09T08:02:08.525021+00:00,1474.88,133,20,0.1504,81,0.609,61,4.05
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Decatur 12,CT,10:00pm,142051851,2026-05-07T18:55:29.752904+00:00,2026-05-10T08:00:46.860007+00:00,3064.5,442,2,0.0045,13,0.0294,11,6.5
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Decatur 12,CT,9:00pm,142870381,2026-05-07T18:55:29.752904+00:00,2026-05-10T08:00:46.860007+00:00,3004.5,178,0,0.0,2,0.0112,2,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Decatur 12,CT,8:00pm,142051904,2026-05-07T18:55:29.752904+00:00,2026-05-10T08:00:46.860007+00:00,2944.5,234,5,0.0214,22,0.094,17,4.4
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Decatur 12,CT,7:00pm,142051850,2026-05-07T18:55:29.752904+00:00,2026-05-10T08:00:46.860007+00:00,2884.5,442,2,0.0045,41,0.0928,39,20.5
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Decatur 12,CT,5:00pm,142051905,2026-05-07T18:55:29.752904+00:00,2026-05-10T08:00:46.860007+00:00,2764.5,234,0,0.0,25,0.1068,25,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edinburg 18,CT,10:30pm,142220762,2026-05-07T18:56:00.650194+00:00,2026-05-11T07:59:33.852668+00:00,4533.99,577,0,0.0,54,0.0936,54,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edinburg 18,CT,7:40pm,142220751,2026-05-07T18:56:00.650194+00:00,2026-05-11T07:59:33.852668+00:00,4363.99,577,14,0.0243,99,0.1716,85,7.0714
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edinburg 18,CT,10:00pm,142220833,2026-05-07T18:56:00.650194+00:00,2026-05-11T07:59:33.852668+00:00,4503.99,144,2,0.0139,27,0.1875,25,13.5
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edinburg 18,CT,8:40pm,142220810,2026-05-07T18:56:00.650194+00:00,2026-05-11T07:59:33.852668+00:00,4423.99,127,0,0.0,39,0.3071,39,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edinburg 18,CT,5:50pm,142220809,2026-05-07T18:56:00.650194+00:00,2026-05-11T07:59:33.852668+00:00,4253.99,127,3,0.0236,77,0.6063,74,25.6667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Dakota Square 9,CT,10:15pm,142971196,2026-05-07T18:56:30.989835+00:00,2026-05-08T07:42:35.167368+00:00,198.48,105,3,0.0286,10,0.0952,7,3.3333
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Decatur 12,CT,10:00pm,142051848,2026-05-07T18:56:54.164964+00:00,2026-05-09T08:02:09.194391+00:00,1623.1,442,2,0.0045,17,0.0385,15,8.5
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Decatur 12,CT,9:00pm,142870387,2026-05-07T18:56:54.164964+00:00,2026-05-09T08:02:09.194391+00:00,1563.1,178,0,0.0,15,0.0843,15,
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Decatur 12,CT,8:00pm,142051907,2026-05-07T18:56:54.164964+00:00,2026-05-09T08:02:09.194391+00:00,1503.1,234,0,0.0,24,0.1026,24,
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Decatur 12,CT,7:00pm,142051847,2026-05-07T18:56:54.164964+00:00,2026-05-09T08:02:09.194391+00:00,1443.1,442,12,0.0271,90,0.2036,78,7.5
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Decatur 12,CT,5:00pm,142051908,2026-05-07T18:56:54.164964+00:00,2026-05-09T08:02:09.194391+00:00,1323.1,234,0,0.0,14,0.0598,14,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edwardsville 12,CT,9:15pm,142213946,2026-05-07T18:57:23.288521+00:00,2026-05-11T07:59:42.092023+00:00,4457.61,270,0,0.0,7,0.0259,7,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edwardsville 12,CT,6:10pm,142213945,2026-05-07T18:57:23.288521+00:00,2026-05-11T07:59:42.092023+00:00,4272.61,270,0,0.0,26,0.0963,26,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edwardsville 12,CT,10:15pm,142214042,2026-05-07T18:57:23.288521+00:00,2026-05-11T07:59:42.092023+00:00,4517.61,135,0,0.0,6,0.0444,6,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edwardsville 12,CT,8:15pm,142958695,2026-05-07T18:57:23.288521+00:00,2026-05-11T07:59:42.092023+00:00,4397.61,134,0,0.0,10,0.0746,10,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC Edwardsville 12,CT,8:00pm,142213925,2026-05-07T18:57:23.288521+00:00,2026-05-11T07:59:42.092023+00:00,4382.61,260,0,0.0,7,0.0269,7,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Decatur 12,CT,8:00pm,142051943,2026-05-07T18:57:57.465360+00:00,2026-05-08T07:42:35.390038+00:00,62.04,178,3,0.0169,3,0.0169,0,1.0
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edinburg 18,CT,10:30pm,142220765,2026-05-07T18:58:23.305973+00:00,2026-05-09T08:02:33.842679+00:00,1651.61,577,45,0.078,165,0.286,120,3.6667
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edinburg 18,CT,7:40pm,142220766,2026-05-07T18:58:23.305973+00:00,2026-05-09T08:02:33.842679+00:00,1481.61,577,156,0.2704,337,0.5841,181,2.1603
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edinburg 18,CT,10:00pm,142220835,2026-05-07T18:58:23.305973+00:00,2026-05-09T08:02:33.842679+00:00,1621.61,144,46,0.3194,103,0.7153,57,2.2391
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edinburg 18,CT,8:40pm,142220821,2026-05-07T18:58:23.305973+00:00,2026-05-09T08:02:33.842679+00:00,1541.61,127,42,0.3307,88,0.6929,46,2.0952
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edinburg 18,CT,5:50pm,142220820,2026-05-07T18:58:23.305973+00:00,2026-05-09T08:02:33.842679+00:00,1371.61,127,35,0.2756,76,0.5984,41,2.1714
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,9:15pm,142213950,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,3016.11,270,0,0.0,19,0.0704,19,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,6:10pm,142213949,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,2831.11,270,3,0.0111,50,0.1852,47,16.6667
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,10:15pm,142214044,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,3076.11,135,15,0.1111,38,0.2815,23,2.5333
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,8:15pm,142958699,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,2956.11,134,0,0.0,16,0.1194,16,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,8:00pm,142213926,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,2941.11,260,0,0.0,10,0.0385,10,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC Edwardsville 12,CT,5:10pm,142958697,2026-05-07T18:58:53.159088+00:00,2026-05-10T08:01:15.239089+00:00,2771.11,134,0,0.0,3,0.0224,3,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,9:45pm,142211193,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4485.61,48,0,0.0,13,0.2708,13,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,9:25pm,142912402,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4465.61,48,2,0.0417,22,0.4583,20,11.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,9:00pm,142912335,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4440.61,48,0,0.0,13,0.2708,13,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,8:00pm,142912369,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4380.61,109,0,0.0,41,0.3761,41,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,7:00pm,142211192,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4320.61,48,2,0.0417,30,0.625,28,15.0
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,6:30pm,142912403,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4290.61,48,0,0.0,33,0.6875,33,
2026-05-08,Mortal Kombat II,2026-05-10,Sunday,AMC El Paso 16,CT,5:05pm,142912368,2026-05-07T18:59:23.612143+00:00,2026-05-11T07:59:43.795245+00:00,4205.61,109,0,0.0,43,0.3945,43,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,10:00pm,142220764,2026-05-07T18:59:57.461597+00:00,2026-05-08T07:42:51.986671+00:00,180.04,577,73,0.1265,138,0.2392,65,1.8904
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,9:30pm,142220836,2026-05-07T18:59:57.461597+00:00,2026-05-08T07:42:51.986671+00:00,150.04,144,104,0.7222,99,0.6875,0,0.9519
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,9:00pm,142220839,2026-05-07T18:59:57.461597+00:00,2026-05-08T07:42:51.986671+00:00,120.04,127,15,0.1181,22,0.1732,7,1.4667
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,9:15pm,142213952,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1574.58,270,12,0.0444,46,0.1704,34,3.8333
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,6:10pm,142213954,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1389.58,270,54,0.2,97,0.3593,43,1.7963
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,10:15pm,142214048,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1634.58,135,11,0.0815,31,0.2296,20,2.8182
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,8:15pm,142958700,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1514.58,134,0,0.0,6,0.0448,6,
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,7:30pm,142213929,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1469.58,260,0,0.0,14,0.0538,14,
2026-05-08,Mortal Kombat II,2026-05-08,Friday,AMC Edwardsville 12,CT,5:10pm,142958701,2026-05-07T19:00:24.992509+00:00,2026-05-09T08:02:36.192740+00:00,1329.58,134,0,0.0,2,0.0149,2,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC El Paso 16,CT,9:50pm,142211190,2026-05-07T19:00:59.478581+00:00,2026-05-10T08:01:24.692118+00:00,3049.01,48,4,0.0833,28,0.5833,24,7.0
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC El Paso 16,CT,9:25pm,142887366,2026-05-07T19:00:59.478581+00:00,2026-05-10T08:01:24.692118+00:00,3024.01,48,0,0.0,38,0.7917,38,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC El Paso 16,CT,9:15pm,142887264,2026-05-07T19:00:59.478581+00:00,2026-05-10T08:01:24.692118+00:00,3014.01,48,0,0.0,0,0.0,0,
2026-05-08,Mortal Kombat II,2026-05-09,Saturday,AMC El Paso 16,CT,8:00pm,142887321,2026-05-07T19:00:59.478581+00:00,2026-05-10T08:01:24.692118+00:00,2939.01,109,7,0.0642,59,0.5413,52,8.4286
