weekend_of,movie_title,show_date,day_of_week,theatre_name,timezone,showtime,showtime_id,snapshot_time,final_check_time,minutes_to_showtime,capacity,snapshot_reserved_seats,snapshot_occupancy,final_seats_sold,final_occupancy,pickup_seats,pickup_ratio
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Barton Creek Square 14,CT,9:00pm,142203658,2026-05-07T03:32:10.427885+00:00,2026-05-08T07:40:53.625422+00:00,1047.83,236,40,0.1695,54,0.2288,14,1.35
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Barton Creek Square 14,CT,10:15pm,142203674,2026-05-07T03:32:10.427885+00:00,2026-05-08T07:40:53.625422+00:00,1122.83,123,32,0.2602,37,0.3008,5,1.1562
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Barton Creek Square 14,CT,8:15pm,142203709,2026-05-07T03:32:10.427885+00:00,2026-05-08T07:40:53.625422+00:00,1002.83,61,15,0.2459,19,0.3115,4,1.2667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Baton Rouge 16,CT,9:00pm,142135533,2026-05-07T03:32:38.966312+00:00,2026-05-08T07:40:53.626325+00:00,1047.35,228,3,0.0132,19,0.0833,16,6.3333
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Baton Rouge 16,CT,10:00pm,142135539,2026-05-07T03:32:38.966312+00:00,2026-05-08T07:40:53.626325+00:00,1107.35,177,20,0.113,30,0.1695,10,1.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Baton Rouge 16,CT,8:00pm,142135484,2026-05-07T03:32:38.966312+00:00,2026-05-08T07:40:53.626325+00:00,987.35,89,3,0.0337,6,0.0674,3,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Boerne 11,CT,9:00pm,142680604,2026-05-07T03:33:09.245890+00:00,2026-05-08T07:40:53.629767+00:00,1046.85,128,19,0.1484,38,0.2969,19,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Burleson 14,CT,9:05pm,142159484,2026-05-07T03:33:30.047538+00:00,2026-05-08T07:41:18.765755+00:00,1051.5,90,31,0.3444,57,0.6333,26,1.8387
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Champaign 13,CT,10:00pm,142764370,2026-05-07T03:33:49.835717+00:00,2026-05-08T07:41:23.623597+00:00,1106.17,539,0,0.0,6,0.0111,6,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Champaign 13,CT,9:30pm,142976523,2026-05-07T03:33:49.835717+00:00,2026-05-08T07:41:23.623597+00:00,1076.17,201,0,0.0,0,0.0,0,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Champaign 13,CT,9:00pm,142976511,2026-05-07T03:33:49.835717+00:00,2026-05-08T07:41:23.623597+00:00,1046.17,201,0,0.0,3,0.0149,3,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Chantilly 13,CT,9:00pm,142944605,2026-05-07T03:34:19.886729+00:00,2026-05-08T07:41:26.030042+00:00,1045.67,120,0,0.0,15,0.125,15,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Chantilly 13,CT,8:15pm,142136299,2026-05-07T03:34:19.886729+00:00,2026-05-08T07:41:26.030042+00:00,1000.67,286,0,0.0,7,0.0245,7,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Chenal 9,CT,9:30pm,142055483,2026-05-07T03:34:46.488681+00:00,2026-05-08T07:41:38.774716+00:00,1075.23,239,6,0.0251,22,0.0921,16,3.6667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Chenal 9,CT,8:15pm,142055464,2026-05-07T03:34:46.488681+00:00,2026-05-08T07:41:38.774716+00:00,1000.23,95,1,0.0105,5,0.0526,4,5.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Council Bluffs 17,CT,9:00pm,142177875,2026-05-07T03:35:17.285310+00:00,2026-05-08T07:41:46.742829+00:00,1044.71,339,25,0.0737,45,0.1327,20,1.8
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Council Bluffs 17,CT,10:00pm,142177780,2026-05-07T03:35:17.285310+00:00,2026-05-08T07:41:46.742829+00:00,1104.71,122,19,0.1557,30,0.2459,11,1.5789
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Creve Coeur 12,CT,9:00pm,142078082,2026-05-07T03:35:45.540698+00:00,2026-05-08T07:41:51.728104+00:00,1044.24,115,9,0.0783,29,0.2522,20,3.2222
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearfork 8,CT,10:45pm,142197424,2026-05-07T03:36:08.822369+00:00,2026-05-08T07:42:03.367382+00:00,1148.85,154,54,0.3506,67,0.4351,13,1.2407
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearview Palace 12,CT,9:15pm,142074540,2026-05-07T03:36:29.186965+00:00,2026-05-08T07:42:10.717332+00:00,1058.51,229,15,0.0655,31,0.1354,16,2.0667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Clearview Palace 12,CT,9:00pm,142074452,2026-05-07T03:36:29.186965+00:00,2026-05-08T07:42:10.717332+00:00,1043.51,130,57,0.4385,75,0.5769,18,1.3158
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Tech Ridge 10,CT,10:00pm,142056563,2026-05-07T03:37:16.360420+00:00,2026-05-08T07:42:12.326578+00:00,1102.73,172,45,0.2616,78,0.4535,33,1.7333
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Tech Ridge 10,CT,9:00pm,142902632,2026-05-07T03:37:16.360420+00:00,2026-05-08T07:42:12.326578+00:00,1042.73,94,7,0.0745,29,0.3085,22,4.1429
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,11:00pm,142155391,2026-05-07T03:37:45.119409+00:00,2026-05-08T07:42:26.076405+00:00,1162.25,140,15,0.1071,24,0.1714,9,1.6
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,8:00pm,142155396,2026-05-07T03:37:45.119409+00:00,2026-05-08T07:42:26.076405+00:00,982.25,140,49,0.35,81,0.5786,32,1.6531
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC DINE-IN Vestavia Hills 10,CT,9:50pm,142155407,2026-05-07T03:37:45.119409+00:00,2026-05-08T07:42:26.076405+00:00,1092.25,76,4,0.0526,18,0.2368,14,4.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Dakota Square 9,CT,10:15pm,142971196,2026-05-07T03:38:12.400010+00:00,2026-05-08T07:42:35.167368+00:00,1116.79,105,2,0.019,10,0.0952,8,5.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Decatur 12,CT,8:00pm,142051943,2026-05-07T03:38:34.552972+00:00,2026-05-08T07:42:35.390038+00:00,981.42,178,1,0.0056,3,0.0169,2,3.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,10:00pm,142220764,2026-05-07T03:39:02.612317+00:00,2026-05-08T07:42:51.986671+00:00,1100.96,577,57,0.0988,138,0.2392,81,2.4211
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,9:30pm,142220836,2026-05-07T03:39:02.612317+00:00,2026-05-08T07:42:51.986671+00:00,1070.96,144,95,0.6597,99,0.6875,4,1.0421
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edinburg 18,CT,9:00pm,142220839,2026-05-07T03:39:02.612317+00:00,2026-05-08T07:42:51.986671+00:00,1040.96,127,15,0.1181,22,0.1732,7,1.4667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edwardsville 12,CT,9:15pm,142213936,2026-05-07T03:39:30.209939+00:00,2026-05-08T07:42:54.859148+00:00,1055.5,270,11,0.0407,29,0.1074,18,2.6364
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edwardsville 12,CT,10:15pm,142214033,2026-05-07T03:39:30.209939+00:00,2026-05-08T07:42:54.859148+00:00,1115.5,135,17,0.1259,27,0.2,10,1.5882
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Edwardsville 12,CT,8:10pm,142213933,2026-05-07T03:39:30.209939+00:00,2026-05-08T07:42:54.859148+00:00,990.5,260,3,0.0115,5,0.0192,2,1.6667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC El Paso 16,CT,10:00pm,142887297,2026-05-07T03:40:01.546501+00:00,2026-05-08T07:42:58.334594+00:00,1099.97,88,5,0.0568,20,0.2273,15,4.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC El Paso 16,CT,9:00pm,142211156,2026-05-07T03:40:01.546501+00:00,2026-05-08T07:42:58.334594+00:00,1039.97,48,20,0.4167,24,0.5,4,1.2
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC El Paso 16,CT,8:00pm,142887312,2026-05-07T03:40:01.546501+00:00,2026-05-08T07:42:58.334594+00:00,979.97,109,19,0.1743,57,0.5229,38,3.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC El Paso 16,CT,7:10pm,142887299,2026-05-07T03:40:01.546501+00:00,2026-05-08T07:42:58.334594+00:00,929.97,88,28,0.3182,62,0.7045,34,2.2143
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Elmwood Palace 20,CT,9:15pm,142052876,2026-05-07T03:40:30.518505+00:00,2026-05-08T07:43:20.836874+00:00,1054.49,390,21,0.0538,61,0.1564,40,2.9048
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Elmwood Palace 20,CT,8:50pm,142053087,2026-05-07T03:40:30.518505+00:00,2026-05-08T07:43:20.836874+00:00,1029.49,201,71,0.3532,100,0.4975,29,1.4085
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Evanston 12,CT,9:15pm,142202607,2026-05-07T03:41:19.345742+00:00,2026-05-08T07:43:20.864400+00:00,1053.68,165,0,0.0,6,0.0364,6,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Evanston 12,CT,7:55pm,142986966,2026-05-07T03:41:19.345742+00:00,2026-05-08T07:43:20.864400+00:00,973.68,382,0,0.0,20,0.0524,20,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Fitchburg 18,CT,8:30pm,142080800,2026-05-07T03:42:11.045670+00:00,2026-05-08T07:43:43.666703+00:00,1007.82,63,7,0.1111,11,0.1746,4,1.5714
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Galaxy 16,CT,10:25pm,142731263,2026-05-07T03:42:35.408043+00:00,2026-05-08T07:43:44.025153+00:00,1122.41,303,4,0.0132,12,0.0396,8,3.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Galaxy 16,CT,9:20pm,142731262,2026-05-07T03:42:35.408043+00:00,2026-05-08T07:43:44.025153+00:00,1057.41,417,0,0.0,5,0.012,5,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Grand Prairie 18,CT,8:55pm,142059537,2026-05-07T03:43:02.107846+00:00,2026-05-08T07:43:59.008374+00:00,1031.96,331,2,0.006,19,0.0574,17,9.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Grand Prairie 18,CT,8:00pm,142965275,2026-05-07T03:43:02.107846+00:00,2026-05-08T07:43:59.008374+00:00,976.96,350,0,0.0,12,0.0343,12,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Hammond Palace 10,CT,9:00pm,142223094,2026-05-07T03:43:33.485064+00:00,2026-05-08T07:44:03.665801+00:00,1036.44,91,0,0.0,14,0.1538,14,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Hawthorn 12,CT,8:00pm,142200062,2026-05-07T03:43:57.350186+00:00,2026-05-08T07:44:08.851250+00:00,976.04,213,124,0.5822,145,0.6808,21,1.1694
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Hawthorn 12,CT,10:30pm,142703450,2026-05-07T03:43:57.350186+00:00,2026-05-08T07:44:08.851250+00:00,1126.04,75,3,0.04,20,0.2667,17,6.6667
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Hawthorn 12,CT,9:00pm,142200156,2026-05-07T03:43:57.350186+00:00,2026-05-08T07:44:08.851250+00:00,1036.04,86,23,0.2674,31,0.3605,8,1.3478
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Highland Village 12,CT,9:00pm,142078285,2026-05-07T03:44:25.699499+00:00,2026-05-08T07:44:21.389752+00:00,1035.57,286,11,0.0385,15,0.0524,4,1.3636
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Highland Village 12,CT,8:00pm,142078305,2026-05-07T03:44:25.699499+00:00,2026-05-08T07:44:21.389752+00:00,975.57,209,0,0.0,4,0.0191,4,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Lakeline 9,CT,9:45pm,142758970,2026-05-07T03:45:17.150597+00:00,2026-05-08T07:44:24.023963+00:00,1079.71,122,6,0.0492,3,0.0246,0,0.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Longview 10,CT,9:10pm,142166271,2026-05-07T03:45:44.545280+00:00,2026-05-08T07:44:35.538099+00:00,1044.26,98,13,0.1327,38,0.3878,25,2.9231
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Lufkin 9,CT,9:10pm,142969399,2026-05-07T03:46:06.123014+00:00,2026-05-08T07:44:47.191609+00:00,1043.9,119,0,0.0,2,0.0168,2,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Machesney Park 14,CT,9:55pm,142881318,2026-05-07T03:46:26.076652+00:00,2026-05-08T07:44:47.750484+00:00,1088.57,194,0,0.0,5,0.0258,5,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Machesney Park 14,CT,9:00pm,142881282,2026-05-07T03:46:26.076652+00:00,2026-05-08T07:44:47.750484+00:00,1033.57,194,1,0.0052,4,0.0206,3,4.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Mall of Louisiana 15,CT,9:00pm,142787542,2026-05-07T03:46:54.976697+00:00,2026-05-08T07:44:57.155900+00:00,1033.08,320,4,0.0125,20,0.0625,16,5.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Mayfair Mall 18,CT,8:00pm,142219492,2026-05-07T03:47:19.532442+00:00,2026-05-08T07:45:08.111511+00:00,972.67,291,48,0.1649,94,0.323,46,1.9583
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Mayfair Mall 18,CT,9:00pm,142821284,2026-05-07T03:47:19.532442+00:00,2026-05-08T07:45:08.111511+00:00,1032.67,392,9,0.023,14,0.0357,5,1.5556
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Norridge 6,CT,10:00pm,142214105,2026-05-07T03:47:46.266419+00:00,2026-05-08T07:45:13.793234+00:00,1092.23,201,13,0.0647,36,0.1791,23,2.7692
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Norridge 6,CT,8:00pm,142214104,2026-05-07T03:47:46.266419+00:00,2026-05-08T07:45:13.793234+00:00,972.23,202,33,0.1634,66,0.3267,33,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Northrock 14,CT,10:00pm,142071876,2026-05-07T03:48:13.754648+00:00,2026-05-08T07:45:19.270580+00:00,1091.77,143,23,0.1608,51,0.3566,28,2.2174
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Northrock 14,CT,9:00pm,142071971,2026-05-07T03:48:13.754648+00:00,2026-05-08T07:45:19.270580+00:00,1031.77,161,2,0.0124,35,0.2174,33,17.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Northrock 14,CT,8:30pm,142897760,2026-05-07T03:48:13.754648+00:00,2026-05-08T07:45:19.270580+00:00,1001.77,29,0,0.0,11,0.3793,11,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Oakbrook Center 4,CT,9:00pm,142217283,2026-05-07T03:48:40.384142+00:00,2026-05-08T07:45:31.263619+00:00,1031.33,137,0,0.0,25,0.1825,25,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Palace 9,CT,10:00pm,142207671,2026-05-07T03:49:00.749687+00:00,2026-05-08T07:45:38.552363+00:00,1090.99,172,9,0.0523,23,0.1337,14,2.5556
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Palace 9,CT,9:00pm,142980996,2026-05-07T03:49:00.749687+00:00,2026-05-08T07:45:38.552363+00:00,1030.99,44,1,0.0227,13,0.2955,12,13.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Patriot 13,CT,9:00pm,142144239,2026-05-07T03:49:24.352763+00:00,2026-05-08T07:45:45.375391+00:00,1030.59,551,26,0.0472,55,0.0998,29,2.1154
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Patriot 13,CT,8:00pm,142930305,2026-05-07T03:49:24.352763+00:00,2026-05-08T07:45:45.375391+00:00,970.59,102,0,0.0,3,0.0294,3,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Patton Creek 15,CT,10:30pm,142704944,2026-05-07T03:49:52.748940+00:00,2026-05-08T07:45:50.605890+00:00,1120.12,331,11,0.0332,25,0.0755,14,2.2727
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Patton Creek 15,CT,9:15pm,142704876,2026-05-07T03:49:52.748940+00:00,2026-05-08T07:45:50.605890+00:00,1045.12,285,0,0.0,6,0.0211,6,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Patton Creek 15,CT,8:30pm,142883162,2026-05-07T03:49:52.748940+00:00,2026-05-08T07:45:50.605890+00:00,1000.12,151,0,0.0,7,0.0464,7,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Penn Square 10,CT,9:00pm,142866545,2026-05-07T03:50:23.257379+00:00,2026-05-08T07:46:03.729450+00:00,1029.61,105,0,0.0,2,0.019,2,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Penn Square 10,CT,8:00pm,142866533,2026-05-07T03:50:23.257379+00:00,2026-05-08T07:46:03.729450+00:00,969.61,73,0,0.0,12,0.1644,12,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Quail Springs Mall 24,CT,10:00pm,142054198,2026-05-07T03:50:49.215633+00:00,2026-05-08T07:46:12.154648+00:00,1089.18,412,1,0.0024,7,0.017,6,7.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Quail Springs Mall 24,CT,10:30pm,142054313,2026-05-07T03:50:49.215633+00:00,2026-05-08T07:46:12.154648+00:00,1119.18,211,15,0.0711,23,0.109,8,1.5333
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Quail Springs Mall 24,CT,9:30pm,142899593,2026-05-07T03:50:49.215633+00:00,2026-05-08T07:46:12.154648+00:00,1059.18,151,0,0.0,0,0.0,0,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Quail Springs Mall 24,CT,9:00pm,142899526,2026-05-07T03:50:49.215633+00:00,2026-05-08T07:46:12.154648+00:00,1029.18,175,0,0.0,1,0.0057,1,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Quail Springs Mall 24,CT,8:00pm,142054178,2026-05-07T03:50:49.215633+00:00,2026-05-08T07:46:12.154648+00:00,969.18,371,0,0.0,3,0.0081,3,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Rivercenter 11,CT,9:10pm,142216136,2026-05-07T03:51:26.679288+00:00,2026-05-08T07:46:16.731876+00:00,1038.56,418,42,0.1005,90,0.2153,48,2.1429
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Rivercenter 11,CT,10:35pm,142925275,2026-05-07T03:51:26.679288+00:00,2026-05-08T07:46:16.731876+00:00,1123.56,74,0,0.0,15,0.2027,15,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Robinson Crossing 6,CT,10:30pm,142104956,2026-05-07T03:51:59.288607+00:00,2026-05-08T07:46:29.700987+00:00,1118.01,70,3,0.0429,9,0.1286,6,3.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Rockford 16,CT,8:00pm,142209830,2026-05-07T03:52:20.355189+00:00,2026-05-08T07:46:42.011525+00:00,967.66,245,35,0.1429,66,0.2694,31,1.8857
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Rockford 16,CT,8:55pm,142209834,2026-05-07T03:52:20.355189+00:00,2026-05-08T07:46:42.011525+00:00,1022.66,280,2,0.0071,15,0.0536,13,7.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Sikes Senter 10,CT,10:30pm,142804869,2026-05-07T03:52:49.388696+00:00,2026-05-08T07:46:45.984883+00:00,1117.18,119,0,0.0,2,0.0168,2,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Southern Hills 12,CT,9:30pm,142899359,2026-05-07T03:53:12.894514+00:00,2026-05-08T07:46:50.614430+00:00,1056.79,43,0,0.0,6,0.1395,6,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Southern Hills 12,CT,8:15pm,142899459,2026-05-07T03:53:12.894514+00:00,2026-05-08T07:46:50.614430+00:00,981.79,43,2,0.0465,4,0.093,2,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Southroads 20,CT,9:45pm,142190992,2026-05-07T03:53:40.597411+00:00,2026-05-08T07:47:05.038684+00:00,1071.32,398,11,0.0276,23,0.0578,12,2.0909
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Southroads 20,CT,10:30pm,142190972,2026-05-07T03:53:40.597411+00:00,2026-05-08T07:47:05.038684+00:00,1116.32,209,18,0.0861,40,0.1914,22,2.2222
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Southroads 20,CT,9:00pm,142191064,2026-05-07T03:53:40.597411+00:00,2026-05-08T07:47:05.038684+00:00,1026.32,95,5,0.0526,20,0.2105,15,4.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 11,CT,10:00pm,142206884,2026-05-07T03:54:09.779127+00:00,2026-05-08T07:47:06.365098+00:00,1085.84,253,42,0.166,64,0.253,22,1.5238
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 11,CT,9:00pm,142206881,2026-05-07T03:54:09.779127+00:00,2026-05-08T07:47:06.365098+00:00,1025.84,65,10,0.1538,27,0.4154,17,2.7
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 12,CT,10:30pm,142722359,2026-05-07T03:54:37.692343+00:00,2026-05-08T07:47:17.069065+00:00,1115.37,196,2,0.0102,15,0.0765,13,7.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 12,CT,10:00pm,142910247,2026-05-07T03:54:37.692343+00:00,2026-05-08T07:47:17.069065+00:00,1085.37,192,0,0.0,0,0.0,0,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 12,CT,9:15pm,142910263,2026-05-07T03:54:37.692343+00:00,2026-05-08T07:47:17.069065+00:00,1040.37,289,0,0.0,2,0.0069,2,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 12,CT,8:30pm,142910342,2026-05-07T03:54:37.692343+00:00,2026-05-08T07:47:17.069065+00:00,995.37,192,0,0.0,5,0.026,5,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Springfield 8,CT,8:00pm,142207851,2026-05-07T03:55:08.398269+00:00,2026-05-08T07:47:30.482616+00:00,964.86,98,26,0.2653,44,0.449,18,1.6923
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Streets Of St Charles 8,CT,9:50pm,142197163,2026-05-07T03:55:52.552311+00:00,2026-05-08T07:47:31.020460+00:00,1074.12,214,34,0.1589,81,0.3785,47,2.3824
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Streets Of St Charles 8,CT,8:00pm,142865943,2026-05-07T03:55:52.552311+00:00,2026-05-08T07:47:31.020460+00:00,964.12,62,2,0.0323,21,0.3387,19,10.5
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Studio 28,CT,9:00pm,142071651,2026-05-07T03:56:17.303090+00:00,2026-05-08T07:47:47.091202+00:00,1023.71,282,13,0.0461,32,0.1135,19,2.4615
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Studio 28,CT,10:30pm,142071709,2026-05-07T03:56:17.303090+00:00,2026-05-08T07:47:47.091202+00:00,1113.71,242,15,0.062,24,0.0992,9,1.6
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Studio 28,CT,9:45pm,142934012,2026-05-07T03:56:17.303090+00:00,2026-05-08T07:47:47.091202+00:00,1068.71,150,2,0.0133,4,0.0267,2,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Studio 28,CT,8:15pm,142933975,2026-05-07T03:56:17.303090+00:00,2026-05-08T07:47:47.091202+00:00,978.71,72,0,0.0,1,0.0139,1,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Summit 16,CT,10:00pm,142930501,2026-05-07T03:56:55.770862+00:00,2026-05-08T07:47:51.106053+00:00,1083.07,38,2,0.0526,10,0.2632,8,5.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Summit 16,CT,9:00pm,142216300,2026-05-07T03:56:55.770862+00:00,2026-05-08T07:47:51.106053+00:00,1023.07,45,6,0.1333,14,0.3111,8,2.3333
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Tulsa Hills 12,CT,9:00pm,142803327,2026-05-07T03:57:20.842184+00:00,2026-05-08T07:47:57.110650+00:00,1022.65,478,1,0.0021,13,0.0272,12,13.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Tyler 14,CT,9:00pm,142216692,2026-05-07T03:57:46.851812+00:00,2026-05-08T07:48:14.519310+00:00,1022.22,344,32,0.093,57,0.1657,25,1.7812
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Tyler 14,CT,10:00pm,142216749,2026-05-07T03:57:46.851812+00:00,2026-05-08T07:48:14.519310+00:00,1082.22,123,0,0.0,6,0.0488,6,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Tyler 14,CT,8:30pm,142216725,2026-05-07T03:57:46.851812+00:00,2026-05-08T07:48:14.519310+00:00,992.22,205,1,0.0049,6,0.0293,5,6.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC University Place 8,CT,10:15pm,142916905,2026-05-07T03:58:16.528036+00:00,2026-05-08T07:48:18.519018+00:00,1096.72,72,0,0.0,3,0.0417,3,
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC University Place 8,CT,9:00pm,142718056,2026-05-07T03:58:16.528036+00:00,2026-05-08T07:48:18.519018+00:00,1021.72,100,4,0.04,8,0.08,4,2.0
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC West End Pointe 8,CT,10:30pm,142196271,2026-05-07T03:59:09.416617+00:00,2026-05-08T07:48:18.961620+00:00,1110.84,49,7,0.1429,9,0.1837,2,1.2857
2026-05-08,Mortal Kombat II,2026-05-07,Thursday,AMC Westbank Palace 16,CT,8:00pm,142069773,2026-05-07T03:59:30.836419+00:00,2026-05-08T07:48:40.049346+00:00,960.49,209,18,0.0861,43,0.2057,25,2.3889
