weekend_of,run_id,date,day_of_week,theatre_name,theatre_city,timezone,movie_title,polymarket_market,showtime,check_time,minutes_after_showtime,auditorium_name,auditorium_type,total_seats,seats_sold,seats_available,occupancy_pct,amc_seat_map_url,notes
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,11:00pm,2026-08-01T07:05:55.233257+00:00,64,,Dolby Cinema at AMC,158,156,2,98.7,https://www.amctheatres.com/showtimes/144163083/seats,Dolby Cinema at AMC @ 11:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:05:55.233257+00:00,274,,Dolby Cinema at AMC,158,154,4,97.5,https://www.amctheatres.com/showtimes/144163082/seats,Dolby Cinema at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:15pm,2026-08-01T07:05:55.233257+00:00,229,,PRIME 3D,128,118,10,92.2,https://www.amctheatres.com/showtimes/144162890/seats,PRIME 3D @ 8:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:30pm,2026-08-01T07:05:55.233257+00:00,94,,XL at AMC,251,210,41,83.7,https://www.amctheatres.com/showtimes/144162958/seats,XL at AMC @ 10:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:00pm,2026-08-01T07:05:55.233257+00:00,304,,XL at AMC,251,225,26,89.6,https://www.amctheatres.com/showtimes/144162957/seats,XL at AMC @ 7:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:00pm,2026-08-01T07:05:55.233257+00:00,124,,Laser at AMC,110,89,21,80.9,https://www.amctheatres.com/showtimes/145540660/seats,Laser at AMC @ 10:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:45pm,2026-08-01T07:05:55.233257+00:00,139,,Laser at AMC,285,246,39,86.3,https://www.amctheatres.com/showtimes/144163073/seats,Laser at AMC @ 9:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:45pm,2026-08-01T07:05:55.233257+00:00,199,,Laser at AMC,134,126,8,94,https://www.amctheatres.com/showtimes/145540655/seats,Laser at AMC @ 8:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:45pm,2026-08-01T07:05:55.233257+00:00,259,,Laser at AMC,181,167,14,92.3,https://www.amctheatres.com/showtimes/144905932/seats,Laser at AMC @ 7:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:15pm,2026-08-01T07:05:55.233257+00:00,349,,Laser at AMC,285,254,31,89.1,https://www.amctheatres.com/showtimes/144163076/seats,Laser at AMC @ 6:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:00pm,2026-08-01T07:05:55.233257+00:00,184,,RealD 3D,285,249,36,87.4,https://www.amctheatres.com/showtimes/144163162/seats,RealD 3D @ 9:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Century City 15,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:30pm,2026-08-01T07:05:55.233257+00:00,394,,RealD 3D,285,238,47,83.5,https://www.amctheatres.com/showtimes/144163161/seats,RealD 3D @ 5:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:05:55.228186+00:00,274,,Dolby Cinema at AMC,215,204,11,94.9,https://www.amctheatres.com/showtimes/144309311/seats,Dolby Cinema at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:15pm,2026-08-01T07:05:55.228186+00:00,229,,PRIME 3D,158,149,9,94.3,https://www.amctheatres.com/showtimes/144309399/seats,PRIME 3D @ 8:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:30pm,2026-08-01T07:05:55.228186+00:00,94,,XL at AMC,271,249,22,91.9,https://www.amctheatres.com/showtimes/144309531/seats,XL at AMC @ 10:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:45pm,2026-08-01T07:05:55.228186+00:00,319,,XL at AMC,271,229,42,84.5,https://www.amctheatres.com/showtimes/144309528/seats,XL at AMC @ 6:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,11:00pm,2026-08-01T07:05:55.228186+00:00,64,,Laser at AMC,166,136,30,81.9,https://www.amctheatres.com/showtimes/145568177/seats,Laser at AMC @ 11:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:45pm,2026-08-01T07:05:55.228186+00:00,79,,Laser at AMC,129,119,10,92.2,https://www.amctheatres.com/showtimes/145568307/seats,Laser at AMC @ 10:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:00pm,2026-08-01T07:05:55.228186+00:00,184,,Laser at AMC,219,204,15,93.2,https://www.amctheatres.com/showtimes/144309463/seats,Laser at AMC @ 9:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:30pm,2026-08-01T07:05:55.228186+00:00,214,,Laser at AMC,166,161,5,97,https://www.amctheatres.com/showtimes/145568117/seats,Laser at AMC @ 8:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:45pm,2026-08-01T07:05:55.228186+00:00,259,,Laser at AMC,129,119,10,92.2,https://www.amctheatres.com/showtimes/145691621/seats,Laser at AMC @ 7:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:15pm,2026-08-01T07:05:55.228186+00:00,289,,Laser at AMC,166,154,12,92.8,https://www.amctheatres.com/showtimes/145568173/seats,Laser at AMC @ 7:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:15pm,2026-08-01T07:05:55.228186+00:00,409,,Laser at AMC,219,195,24,89,https://www.amctheatres.com/showtimes/144309462/seats,Laser at AMC @ 5:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:00pm,2026-08-01T07:05:55.228186+00:00,124,,RealD 3D,166,151,15,91,https://www.amctheatres.com/showtimes/144345113/seats,RealD 3D @ 10:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC The Grove 14,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:15pm,2026-08-01T07:05:55.228186+00:00,349,,RealD 3D,166,152,14,91.6,https://www.amctheatres.com/showtimes/144345112/seats,RealD 3D @ 6:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:00pm,2026-08-01T07:05:55.215948+00:00,124,,Dolby Cinema at AMC,206,203,3,98.5,https://www.amctheatres.com/showtimes/145514152/seats,Dolby Cinema at AMC @ 10:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:30pm,2026-08-01T07:05:55.215948+00:00,154,,Dolby Cinema at AMC,261,259,2,99.2,https://www.amctheatres.com/showtimes/144311674/seats,Dolby Cinema at AMC @ 9:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:30pm,2026-08-01T07:05:55.215948+00:00,334,,Dolby Cinema at AMC,206,201,5,97.6,https://www.amctheatres.com/showtimes/145514154/seats,Dolby Cinema at AMC @ 6:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:00pm,2026-08-01T07:05:55.215948+00:00,364,,Dolby Cinema at AMC,261,250,11,95.8,https://www.amctheatres.com/showtimes/144311673/seats,Dolby Cinema at AMC @ 6:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:00pm,2026-08-01T07:05:55.215948+00:00,244,,PRIME 3D,217,192,25,88.5,https://www.amctheatres.com/showtimes/144311717/seats,PRIME 3D @ 8:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,11:00pm,2026-08-01T07:05:55.215948+00:00,64,,XL at AMC,230,185,45,80.4,https://www.amctheatres.com/showtimes/144311613/seats,XL at AMC @ 11:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:05:55.215948+00:00,274,,XL at AMC,230,205,25,89.1,https://www.amctheatres.com/showtimes/144311612/seats,XL at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:50pm,2026-08-01T07:05:55.215948+00:00,75,,Laser at AMC,139,116,23,83.5,https://www.amctheatres.com/showtimes/145641888/seats,Laser at AMC @ 10:50pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:50pm,2026-08-01T07:05:55.215948+00:00,195,,Laser at AMC,137,133,4,97.1,https://www.amctheatres.com/showtimes/145512259/seats,Laser at AMC @ 8:50pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:00pm,2026-08-01T07:05:55.215948+00:00,424,,Laser at AMC,138,113,25,81.9,https://www.amctheatres.com/showtimes/144532303/seats,Laser at AMC @ 5:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:40pm,2026-08-01T07:05:55.215948+00:00,84,,RealD 3D,137,118,19,86.1,https://www.amctheatres.com/showtimes/145642014/seats,RealD 3D @ 10:40pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:20pm,2026-08-01T07:05:55.215948+00:00,225,,RealD 3D,138,123,15,89.1,https://www.amctheatres.com/showtimes/144532302/seats,RealD 3D @ 8:20pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:20pm,2026-08-01T07:05:55.215948+00:00,285,,RealD 3D,137,117,20,85.4,https://www.amctheatres.com/showtimes/145642016/seats,RealD 3D @ 7:20pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:10pm,2026-08-01T07:05:55.215948+00:00,354,,RealD 3D,91,79,12,86.8,https://www.amctheatres.com/showtimes/145641940/seats,RealD 3D @ 6:10pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:30pm,2026-08-01T07:05:55.215948+00:00,94,,SCREENX at AMC,227,224,3,98.7,https://www.amctheatres.com/showtimes/144311527/seats,SCREENX at AMC @ 10:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Burbank 16,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:00pm,2026-08-01T07:05:55.215948+00:00,304,,SCREENX at AMC,227,218,9,96,https://www.amctheatres.com/showtimes/144311526/seats,SCREENX at AMC @ 7:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:45pm,2026-08-01T07:06:51.520675+00:00,261,,Dolby Cinema at AMC,170,165,5,97.1,https://www.amctheatres.com/showtimes/144295549/seats,Dolby Cinema at AMC @ 7:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,11:00pm,2026-08-01T07:06:51.520675+00:00,66,,Laser at AMC,85,74,11,87.1,https://www.amctheatres.com/showtimes/144519585/seats,Laser at AMC @ 11:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:30pm,2026-08-01T07:06:51.520675+00:00,96,,Laser at AMC,85,77,8,90.6,https://www.amctheatres.com/showtimes/144295660/seats,Laser at AMC @ 10:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:45pm,2026-08-01T07:06:51.520675+00:00,141,,Laser at AMC,89,83,6,93.3,https://www.amctheatres.com/showtimes/144295618/seats,Laser at AMC @ 9:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:00pm,2026-08-01T07:06:51.520675+00:00,246,,Laser at AMC,64,62,2,96.9,https://www.amctheatres.com/showtimes/145576994/seats,Laser at AMC @ 8:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:06:51.520675+00:00,276,,Laser at AMC,66,64,2,97,https://www.amctheatres.com/showtimes/145576866/seats,Laser at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:06:51.520675+00:00,276,,Laser at AMC,49,45,4,91.8,https://www.amctheatres.com/showtimes/145577126/seats,Laser at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:15pm,2026-08-01T07:06:51.520675+00:00,291,,Laser at AMC,85,79,6,92.9,https://www.amctheatres.com/showtimes/144519584/seats,Laser at AMC @ 7:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:45pm,2026-08-01T07:06:51.520675+00:00,321,,Laser at AMC,85,77,8,90.6,https://www.amctheatres.com/showtimes/144295659/seats,Laser at AMC @ 6:45pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:15pm,2026-08-01T07:06:51.520675+00:00,411,,Laser at AMC,178,153,25,86,https://www.amctheatres.com/showtimes/144295614/seats,Laser at AMC @ 5:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:15pm,2026-08-01T07:06:51.520675+00:00,111,,RealD 3D,85,82,3,96.5,https://www.amctheatres.com/showtimes/144519652/seats,RealD 3D @ 10:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,9:00pm,2026-08-01T07:06:51.520675+00:00,186,,RealD 3D,178,157,21,88.2,https://www.amctheatres.com/showtimes/144295615/seats,RealD 3D @ 9:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:30pm,2026-08-01T07:06:51.520675+00:00,216,,RealD 3D,90,89,1,98.9,https://www.amctheatres.com/showtimes/145576957/seats,RealD 3D @ 8:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,8:15pm,2026-08-01T07:06:51.520675+00:00,231,,RealD 3D,85,76,9,89.4,https://www.amctheatres.com/showtimes/144298109/seats,RealD 3D @ 8:15pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:30pm,2026-08-01T07:06:51.520675+00:00,336,,RealD 3D,85,65,20,76.5,https://www.amctheatres.com/showtimes/144519638/seats,RealD 3D @ 6:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,6:00pm,2026-08-01T07:06:51.520675+00:00,366,,RealD 3D,89,64,25,71.9,https://www.amctheatres.com/showtimes/144295616/seats,RealD 3D @ 6:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:30pm,2026-08-01T07:06:51.520675+00:00,396,,RealD 3D,30,25,5,83.3,https://www.amctheatres.com/showtimes/145576811/seats,RealD 3D @ 5:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Norwalk 20,Los Angeles,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,5:00pm,2026-08-01T07:06:51.520675+00:00,426,,RealD 3D,90,77,13,85.6,https://www.amctheatres.com/showtimes/145576958/seats,RealD 3D @ 5:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Mission Valley 20,San Diego,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,11:00pm,2026-08-01T07:07:02.348006+00:00,67,,Dolby Cinema at AMC,139,136,3,97.8,https://www.amctheatres.com/showtimes/144314757/seats,Dolby Cinema at AMC @ 11:00pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Mission Valley 20,San Diego,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,7:30pm,2026-08-01T07:07:02.348006+00:00,277,,Dolby Cinema at AMC,139,130,9,93.5,https://www.amctheatres.com/showtimes/144314756/seats,Dolby Cinema at AMC @ 7:30pm (saved link); showtime_window=sat-sun-10-23-v1
2026-07-31,20260801-000552-fa505e,2026-07-31,Friday,AMC Mission Valley 20,San Diego,PT,Spider-Man: Brand New Day,https://polymarket.com/event/spider-man-brand-new-day-opening-weekend-box-office-higher-strikes-20260723205025357,10:15pm,2026-08-01T07:07:02.348006+00:00,112,,XL at AMC,297,246,51,82.8,https://www.amctheatres.com/showtimes/144314845/seats,XL at AMC @ 10:15pm (saved link); showtime_window=sat-sun-10-23-v1
